380.414276 255.015306 379.887161 227.311177 364.427948 204.993939 347.779045 181.383519 333.107147 155.970783 302.128429 234.343643 267.938194 230.224442 243.903294 232.022080 220.733280 237.239256 293.887348 263.799620 253.358841 272.740259 227.756214 284.524698 202.838707 299.930477 298.075829 288.845673 257.805691 303.133221 235.258884 319.847918 214.477978 337.260475 312.192249 308.816900 284.613743 333.128700 272.209301 352.126780 261.277466 370.305691
375.992393 255.437164 378.037949 224.677677 362.865028 203.627872 348.212662 181.962833 330.441971 155.279531 302.903156 235.944571 267.768326 232.484164 242.647247 234.174356 219.143944 238.821015 294.393749 264.059601 251.268711 273.153934 227.940063 285.617352 204.472733 302.202759 297.049179 288.892937 255.570908 303.839207 232.088146 322.146006 211.964493 340.511427 309.308681 309.433422 282.628059 332.905226 269.843102 352.074451 259.487000 370.126791
378.808594 257.701035 379.001846 227.870064 364.454269 207.035007 348.339615 185.023928 333.182793 158.547678 303.984146 239.548016 270.109310 236.616154 244.994678 238.341794 221.451073 242.481136 295.268555 268.031960 253.087826 277.535477 229.186134 289.772701 205.801964 305.231781 299.089489 292.576246 258.326187 307.196875 234.705772 324.587345 213.858566 342.000389 312.800293 312.175455 285.877476 336.434641 272.663002 355.793638 261.044197 373.835535
373.525124 256.698074 377.380753 224.633532 363.027534 202.587848 349.977837 180.623589 332.327461 155.161486 304.144402 235.818501 268.163605 231.574302 243.032055 233.388205 220.161400 238.605409 295.590267 264.380836 252.435341 273.719358 228.044090 286.176567 203.133030 302.956381 297.907124 289.485655 256.787491 304.606590 232.675476 322.520027 212.232800 340.519466 309.248486 310.211363 283.164330 333.803501 269.899712 353.270130 258.984604 371.229658
374.419022 256.024046 375.787964 225.998297 360.616875 203.901544 345.256081 181.280107 327.967300 153.950830 300.141716 235.853748 265.389042 231.358438 240.655251 232.758708 216.772919 237.362866 290.822201 263.657370 247.863598 271.134281 223.708878 283.327875 198.873787 299.656105 293.629684 288.400497 252.261066 302.783117 228.706627 320.377378 207.447605 338.163414 306.440010 309.134817 280.070820 332.063169 266.769371 350.998363 255.024776 368.654709
376.048889 258.964205 379.106636 229.437504 365.200806 208.229499 349.062462 185.924520 332.751694 159.529638 304.288464 237.402606 270.710049 235.374255 246.625061 237.757473 223.299446 241.958427 294.182930 265.627670 253.358116 275.753088 227.974110 288.277903 203.875122 302.980099 295.919285 290.081892 256.508484 305.594244 236.118107 323.992281 221.568794 341.300869 306.886482 309.691000 289.194679 328.355284 296.442966 341.288052 307.795086 353.473349
374.516144 258.448362 380.743790 227.093825 366.951408 204.594727 352.156105 180.890608 334.548264 153.725853 303.520622 233.547649 268.190117 231.807232 245.545387 236.172452 224.887142 241.520691 293.984127 260.860004 252.253990 270.780487 228.010139 285.074072 205.816135 300.497103 295.623417 284.404736 257.178726 301.644402 237.364655 319.454355 221.349201 332.661667 306.132030 306.088743 296.850166 324.763813 319.928265 328.403435 342.830162 324.763556
379.434509 259.842052 384.075775 231.406260 370.552025 211.102695 354.280510 188.924160 334.711075 162.612662 306.458054 238.805723 271.993084 237.121267 248.652153 243.078976 228.247833 249.651690 296.127415 265.833521 255.064182 278.167076 230.244637 294.181080 209.055920 308.972569 299.006233 288.176136 260.364456 307.095795 239.952011 326.987829 223.754578 339.769020 312.347660 308.032522 304.423523 327.618055 327.845917 329.385223 351.390686 321.878300
377.217674 259.808807 382.371368 230.308743 368.635712 209.343252 352.893829 186.330643 333.994789 159.460974 304.750500 236.868467 270.153122 235.978832 247.947407 241.254129 226.824760 247.230120 294.759426 263.169336 253.819122 274.304152 230.354767 288.523121 208.452454 302.796650 297.539825 285.841570 258.799343 305.270147 238.179455 324.516907 220.347557 337.966404 310.344086 306.946335 303.536758 326.481171 326.501732 327.663860 348.477249 320.711975
376.891632 258.944664 381.397133 230.261679 367.226715 209.760447 349.962540 187.095480 329.896088 160.183210 301.957226 237.381892 269.360390 235.181193 246.337166 240.460339 224.583092 246.329870 291.743774 263.273478 251.703606 274.296169 227.961025 288.179998 205.712032 301.944895 295.040302 285.372877 257.671738 304.230022 237.393341 322.792683 219.225044 335.623312 308.543930 305.820150 303.317699 324.628687 326.696358 325.806541 349.027824 318.853655
373.385048 259.374533 376.154442 229.682479 362.183380 209.450684 347.043915 188.872075 327.537766 162.647467 299.399872 236.875234 265.806675 234.630890 243.095417 238.151407 222.426491 242.586250 291.129551 263.913317 248.670807 271.240540 221.480961 284.010744 201.552887 298.372822 295.947990 286.452084 264.428558 306.233025 264.880466 324.323101 270.950127 337.344246 310.293312 306.704235 308.438282 324.880829 332.160645 324.215755 355.670013 316.422358
374.460068 259.663324 379.250717 230.961227 364.061966 209.716616 347.752953 188.765259 330.952721 164.583850 303.324947 234.279270 267.615528 233.973856 245.885887 237.147045 223.870277 242.522192 292.907104 262.802782 251.217136 272.888546 225.002823 286.077290 200.083237 300.577011 297.219276 286.992359 267.801704 311.798687 293.335781 317.954378 317.462940 318.925037 310.748043 305.592785 305.713539 325.090199 326.894531 323.477612 344.950218 316.793346
375.617943 260.763988 378.940430 231.662493 363.391876 212.086759 348.544922 190.782022 330.051193 166.577196 301.081600 236.571221 265.399036 236.100984 243.240910 240.937843 222.910843 248.539295 293.832359 265.311956 251.977634 275.461407 226.580048 290.683994 204.051914 307.354603 300.073948 289.934092 275.118160 315.350847 304.301624 316.877832 329.271889 312.660799 314.053898 309.485035 307.551003 329.743538 330.320168 324.617414 349.584541 314.487934
379.960747 257.787838 381.737518 229.653039 365.691872 208.277121 349.808273 185.363359 334.454193 160.450902 305.540733 233.367877 270.434113 233.782339 249.410133 236.519680 228.051872 242.240753 297.310066 262.839203 253.795586 273.113022 230.043182 287.221613 206.706848 303.531532 303.732109 288.051453 277.564125 313.377399 310.747356 313.360291 338.067627 308.296537 319.034901 306.820593 310.520706 327.874088 333.615723 323.388977 353.528786 312.998686
381.663094 258.787422 383.288879 230.941787 368.630562 210.279007 352.755928 186.894836 335.847511 162.499523 307.514496 233.756690 273.843746 233.902345 252.521248 236.637497 230.776024 242.300806 298.868465 263.452406 256.335945 272.059050 232.566280 285.972605 210.077572 302.363148 305.667191 288.783188 280.200214 314.150505 313.173237 313.428869 340.530777 307.703676 321.554604 307.599678 314.586601 328.290367 337.681580 322.848816 357.273140 311.801834
